"original","translation"
"assistant coach volunteer","assistant coach volunteer"
"assistant company secretary","assistant company secretary"
"assistant comptable","accounting assistant"
"assistant consultant","assistant consultant"
"assistant controller","assistant controller"
"assistant controller director","assistant controller director"
"assistant controller intern","assistant controller intern"
"assistant controller manager","assistant controller manager"
"assistant designer","assistant designer"
"assistant director","assistant director"
"assistant director manager","assistant director manager"
"assistant director of admissions","assistant director of admissions"
"assistant driller","assistant driller"
"assistant editor","assistant editor"
"assistant editor intern","assistant editor intern"
"assistant engineer","assistant engineer"
"assistant engineer intern","assistant engineer intern"
"assistant finance manager","assistant finance manager"
"assistant finance manager","assistant finance manager"
"assistant financial controller","assistant financial controller"
"assistant football coach","assistant football coach"
"assistant front office manager","assistant front office manager"
"assistant general counsel","assistant general counsel"
"assistant general manager","assistant general manager"
"assistant golf professional","assistant golf professional"
"assistant lecturer","assistant lecturer"
"assistant librarian","assistant librarian"
"assistant management accountant","assistant management accountant"
"assistant manager","assistant manager"
"assistant manager operations","assistant manager operations"
"assistant marketing manager","assistant marketing manager"
"assistant merchandiser","assistant merchandiser"
"assistant office manager","assistant office manager"
"assistant operations manager","assistant operations manager"
"assistant photographer","assistant photographer"
"assistant planner","assistant planner"
"assistant principal","assistant principal"
"assistant principal director","assistant principal director"
"assistant principal teacher","assistant principal teacher"
"assistant producer","assistant producer"
"assistant product manager","assistant product manager"
"assistant product manager","assistant product manager"
"assistant professor","assistant professor"
"assistant professor associate","assistant professor associate"
"assistant professor consultant","assistant professor consultant"
"assistant professor director","assistant professor director"
"assistant professor engineer","assistant professor engineer"
"assistant professor intern","assistant professor intern"
"assistant professor student","assistant professor student"
"assistant project manager","assistant project manager"
"assistant property manager","assistant property manager"
"assistant quantity surveyor","assistant quantity surveyor"
"assistant researcher","assistant researcher"
"assistant resident engineer","assistant resident engineer"
"assistant restaurant manager","assistant restaurant manager"
"assistant sales manager","assistant sales manager"
"assistant scientist","assistant scientist"
"assistant secretary","assistant secretary"
"assistant service manager","assistant service manager"
"assistant store manager","assistant store manager"
"assistant superintendent","assistant superintendent"
"assistant supervisor","assistant supervisor"
"assistant system engineer","assistant system engineer"
"assistant teacher","assistant teacher"
"assistant to the president","assistant to the president"
"assistant vice president","assistant vice president"
"assistant vice president account executive","assistant vice president account executive"
"assistant vice president manager","assistant vice president manager"
"assistant vice president operations manager","assistant vice president operations manager"
"assistant vice president project manager","assistant vice president project manager"
"assistante administrative","administrative assistant"
"assistante administrative assistant","assistant administrative assistant"
"assistante administrative stagiaire","trainee administrative assistant"
"assistante chef de projet","assistant project manager"
"assistante commerciale","commercial assistant"
"assistante commerciale","commercial assistant"
"assistante commerciale assistant","assistant sales assistant"
"assistante commerciale marketing","marketing sales assistant"
"assistante commerciale stagiaire","trainee sales assistant"
"assistante communication","communication assistant"
"assistante comptable","accounting assistant"
"assistante de direction","executive assistant"
"assistante de direction assistant","assistant director assistant"
"assistante de direction marketing","marketing executive assistant"
"assistante de gestion","management assistant"
"assistante de recherche","research assistant"
"assistante marketing","marketing assistant"
"assistante marketing","marketing assistant"
"assistante ressources humaines","human resources assistant"
"assistante rh","rh assistant"
"assistante sociale","social worker"
"assistent accountant","assistant accountant"
"assistent manager","assistant manager"
"assistente","assistant"
"assistente","assistant"
"assistente","assistant"
"assistente administrativo","administrative assistant"
"assistente comercial","commercial assistant"
"assistente cont�bil","accounting assistant"
"assistente de compras","shopping assistant"
"assistente de departamento pessoal","personal assistant"
"assistente de log�stica","logistic assistant"
"assistente de marketing","marketing assistant"
"assistente de produ��o","production assistant"
"assistente de recursos humanos","human resources assistant"
"assistente de rh","assistant of rh"
"assistente de vendas","sales assistant"
"assistente di direzione","assistant manager"
"assistente financeiro","financial assistant"
"assistente financeiro finance","financial finance assistant"
"assistente jur�dico","legal assistent"
"assistente operacional","operational assistant"
"assistente social","social worker"
"assistente t�cnico","tecnical assistent"
"assistente t�cnico comercial","technical assistant commercial"
"associate","associate"
"associate analyst","associate analyst"
"associate architect","associate architect"
"associate attorney","associate attorney"
"associate broker","associate broker"
"associate consultant","associate consultant"
"associate consultant intern","associate consultant intern"
"associate counsel","associate counsel"
"associate creative director","associate creative director"
"associate designer","associate designer"
"associate director","associate director"
"associate director manager","associate director manager"
"associate editor","associate editor"
"associate editor intern","associate editor intern"
"associate engineer","associate engineer"
"associate financial representative","associate financial representative"
"associate lawyer","associate lawyer"
"associate lecturer","associate lecturer"
"associate manager","associate manager"
"associate partner","associate partner"
"associate partner manager","associate partner manager"
"associate partner sales","associate partner sales"
"associate pastor","associate pastor"
"associate pastor director","associate pastor director"
"associate pastor student","associate pastor student"
"associate planner","associate planner"
"associate producer","associate producer"
"associate producer director","associate producer director"
"associate producer intern","associate producer intern"
"associate product manager","associate product manager"
"associate prof.","associate prof."
"associate professor","associate professor"
"associate professor consultant","associate professor consultant"
"associate professor director","associate professor director"
"associate professor engineer","associate professor engineer"
"associate professor intern","associate professor intern"
"associate project manager","associate project manager"
"associate recruiter","associate recruiter"
"associate scientist","associate scientist"
"associate software developer","associate software developer"
"associate software engineer","associate software engineer"
"associate system engineer","associate system engineer"
"associate veterinarian","associate veterinarian"
"associate vice president","associate vice president"
"associate vice president director","associate vice president director"
"associate vice president manager","associate vice president manager"
"associ�","associate"
"asst manager","asst manager"
"asst. professor","asst. professor"
"asst. professor","asst. professor"
"asst. vice president","asst. vice president"
"assurance","insurance"
"assurance associate","assurance associate"
"assurance intern","international insurance"
"atenci�n al cliente","customer support"
"atenci�n al cliente","customer support"
"atendente","clerk"
"atendente comercial","commercial attendant"
"atendimento","attendance"
"atendimento ao cliente","customer service"
"atendimento ao cliente analista","customer service analyst"
"atendimento ao cliente operador","customer service operator"
"atendimento ao cliente supervisor","supervisor customer service"
"athlete","athlete"
"athletic director","athletic director"
"athletic trainer","athletic trainer"
"attach� commercial","commercial attach�"
"attach�e commerciale","commercial attach�"
"attendee","attendee"
"attorney","attorney"
"attorney at law","attorney at law"
"attorney at law associate","attorney at law associate"
"attorney at law partner","attorney at law partner"
"au pair","au pair"
"audio engineer","audio engineer"
"audio visual technician","audio visual technician"
"audit","audit"
"audit assistant","audit assistant"
"audit assistant intern","audit assistant intern"
"audit associate","audit associate"
"audit intern","internal audit"
"audit manager","audit manager"
"audit senior","audit senior"
"audit senior intern","audit senior intern"
"audit senior service","audit senior service"
"audit supervisor","audit supervisor"
"audit trainee","audit trainee"
"auditor","auditor"
"auditor interno","internal auditor"
"auszubildender","apprentice"
"auteur","author"
"author","author"
"auto technician","auto technician"
"automaticien","automaticien"
"automation engineer","automation engineer"
"automation engineer intern","automation engineer intern"
"automotive technician","automotive technician"
"autonoma","independent"
"autonomo","autonomous"
"aut�nomo","autonomous"
"aut�nomo","autonomous"
"aux administrativo","to administrativo"
"aux. administrativo","to. administrativo"
"aux. administrativo","to. administrativo"
"auxiliaire de vacances","holiday assistant"
"auxiliar","help"
"auxiliar administrativo","administrative assistant"
"auxiliar administrativo marketing","assistant marketing manager"
"auxiliar administrativo vendedor","customer service agent"
"auxiliar contable","accounting assistant"
"auxiliar contable administrativo","administrative accounting assistant"
"auxiliar contable secretaria","assistant accounting secretary"
"auxiliar de caja","cashier"
"auxiliar de compras","purchasing assistant"
"auxiliar de contabilidad","accounting clerk"
"auxiliar de contabilidad","accounting clerk"
"auxiliar de departamento pessoal","personal assistant"
"auxiliar de enfermagem","nursing assistant"
"auxiliar de enfermeria","nursing assistant"
"auxiliar de escrit�rio","office assistant"
"auxiliar de farmacia","pharmacy assistant"
"auxiliar de laboratorio","laboratory assistant"
"auxiliar de produ��o","production assistant"
"auxiliar de recursos humanos","human resource assistant"
"auxiliar de vendas","sales assistant"
"auxiliar financeiro","financial aid"
"auxiliar t�cnico","assistant coach"
"avionics technician","avionics technician"
"avocat","lawyer"
"avp","avp"
"avukat","attorney"
"avvocato","lawyer"
"ayudante","assistant"
"ayudante de cocina","kitchen assistant"
"ayudante de producci�n","production assistant"
"ba","ba"
"babysitter","babysitter"
"bachelor student","bachelor student"
"back office","back office"
"balconista","clerk"
"band director","band director"
"bank","bank"
"bank manager","bank manager"
"bank officer","bank officer"
"bank teller","bank counts"
"banker","banker"
"banking","banking"
"banquet manager","banquet manager"
"banquet server","banquet server"
"bar manager","bar manager"
"bar staff","bar staff"
"bar staff waitress","bar staff waitress"
"bar supervisor","bar supervisor"
"barber","barber"
"barista","barista"
"barman","bartender"
"barnsk�tare","nanny"
"barrister","barrister"
"bartender","bartender"
"bartender/server","bartender/server"
"bassist","bassist"
"bde","both"
"bdm","bdm"
"beauty advisor","beauty advisor"
"beauty consultant","beauty consultant"
