"n","org_trans","stemm","tokens1","tokens2","tokens3","tokens4","tokens5"
1,"assessor","assessor","assessor",NA,NA,NA,NA
2,"communications adviser","communic advis","communic","advis",NA,NA,NA
2,"press advisor","press advisor","press","advisor",NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
1,"assistant","assist","assist",NA,NA,NA,NA
3,"assistant account executive","assist account execut","assist","account","execut",NA,NA
3,"assistant account manager","assist account manag","assist","account","manag",NA,NA
2,"assistant accountant","assist account","assist","account",NA,NA,NA
2,"assistant architect","assist architect","assist","architect",NA,NA,NA
3,"assistant art director","assist art director","assist","art","director",NA,NA
3,"assistant attorney general","assist attorney general","assist","attorney","general",NA,NA
2,"assistant editor","assist editor","assist","editor",NA,NA,NA
3,"assistant branch manager","assist branch manag","assist","branch","manag",NA,NA
3,"assistant branch manager","assist branch manag","assist","branch","manag",NA,NA
2,"assistant buyer","assist buyer","assist","buyer",NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
2,"assistant coach","assist coach","assist","coach",NA,NA,NA
2,"commercial assistant","commerci assist","commerci","assist",NA,NA,NA
3,"assistant company secretary","assist compani secretari","assist","compani","secretari",NA,NA
2,"accounting assistant","account assist","account","assist",NA,NA,NA
2,"assistant consultant","assist consult","assist","consult",NA,NA,NA
2,"assistant controller","assist control","assist","control",NA,NA,NA
2,"assistant designer","assist design","assist","design",NA,NA,NA
2,"assistant director","assist director","assist","director",NA,NA,NA
2,"assistant director","assist director","assist","director",NA,NA,NA
4,"assistant director of admissions","assist director of admiss","assist","director","admiss",NA,NA
2,"assistant driller","assist driller","assist","driller",NA,NA,NA
2,"assistant editor","assist editor","assist","editor",NA,NA,NA
2,"assistant engineer","assist engin","assist","engin",NA,NA,NA
3,"assistant finance manager","assist financ manag","assist","financ","manag",NA,NA
3,"assistant financial controller","assist financi control","assist","financi","control",NA,NA
3,"assistant football coach","assist footbal coach","assist","footbal","coach",NA,NA
4,"assistant front office manager","assist front offic manag","assist","front","offic","manag",NA
3,"assistant general counsel","assist general counsel","assist","general","counsel",NA,NA
3,"assistant general manager","assist general manag","assist","general","manag",NA,NA
3,"assistant golf professional","assist golf profession","assist","golf","profession",NA,NA
2,"assistant lecturer","assist lectur","assist","lectur",NA,NA,NA
2,"assistant librarian","assist librarian","assist","librarian",NA,NA,NA
3,"assistant management accountant","assist manag account","assist","manag","account",NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
3,"assistant finance manager","assist financ manag","assist","financ","manag",NA,NA
3,"assistant manager operations","assist manag oper","assist","manag","oper",NA,NA
2,"marketing assistant","market assist","market","assist",NA,NA,NA
3,"assistant marketing manager","assist market manag","assist","market","manag",NA,NA
2,"assistant merchandiser","assist merchandis","assist","merchandis",NA,NA,NA
3,"assistant office manager","assist offic manag","assist","offic","manag",NA,NA
3,"assistant operations manager","assist oper manag","assist","oper","manag",NA,NA
2,"assistant photographer","assist photograph","assist","photograph",NA,NA,NA
2,"assistant planner","assist planner","assist","planner",NA,NA,NA
2,"assistant principal","assist princip","assist","princip",NA,NA,NA
2,"assistant producer","assist produc","assist","produc",NA,NA,NA
3,"assistant product manager","assist product manag","assist","product","manag",NA,NA
3,"assistant product manager","assist product manag","assist","product","manag",NA,NA
2,"assistant professor","assist professor","assist","professor",NA,NA,NA
3,"assistant project manager","assist project manag","assist","project","manag",NA,NA
3,"assistant property manager","assist properti manag","assist","properti","manag",NA,NA
3,"quantity supervisor assistant","quantiti supervisor assist","quantiti","supervisor","assist",NA,NA
2,"assistant researcher","assist research","assist","research",NA,NA,NA
3,"assistant resident engineer","assist resid engin","assist","resid","engin",NA,NA
3,"assistant restaurant manager","assist restaur manag","assist","restaur","manag",NA,NA
3,"assistant sales manager","assist sale manag","assist","sale","manag",NA,NA
2,"assistant scientist","assist scientist","assist","scientist",NA,NA,NA
2,"assistant secretary","assist secretari","assist","secretari",NA,NA,NA
3,"assistant service manager","assist servic manag","assist","servic","manag",NA,NA
3,"assistant store manager","assist store manag","assist","store","manag",NA,NA
2,"assistant superintendent","assist superintend","assist","superintend",NA,NA,NA
2,"assistant supervisor","assist supervisor","assist","supervisor",NA,NA,NA
3,"assistant system engineer","assist system engin","assist","system","engin",NA,NA
3,"assistant system engineer","assist system engin","assist","system","engin",NA,NA
2,"assistant professor","assist professor","assist","professor",NA,NA,NA
4,"assistant to the president","assist to the presid","assist","presid",NA,NA,NA
3,"assistant vice president","assist vice presid","assist","vice","presid",NA,NA
1,"assistant","assist","assist",NA,NA,NA,NA
2,"administrative assistant","administr assist","administr","assist",NA,NA,NA
3,"assistant project manager","assist project manag","assist","project","manag",NA,NA
2,"commercial assistant","commerci assist","commerci","assist",NA,NA,NA
2,"communications assistant","communic assist","communic","assist",NA,NA,NA
2,"accounting assistant","account assist","account","assist",NA,NA,NA
2,"executive assistant","execut assist","execut","assist",NA,NA,NA
2,"management assistant","manag assist","manag","assist",NA,NA,NA
2,"research assistant","research assist","research","assist",NA,NA,NA
2,"marketing assistant","market assist","market","assist",NA,NA,NA
3,"human resources assistant","human resourc assist","human","resourc","assist",NA,NA
2,"hr assistant","hr assist","hr","assist",NA,NA,NA
2,"social worker","social worker","social","worker",NA,NA,NA
1,"assistant","assist","assist",NA,NA,NA,NA
2,"assistant accountant","assist account","assist","account",NA,NA,NA
2,"assistant controller","assist control","assist","control",NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
1,"assistant","assist","assist",NA,NA,NA,NA
2,"administrative assistant","administr assist","administr","assist",NA,NA,NA
2,"administrative assistant","administr assist","administr","assist",NA,NA,NA
2,"commercial assistant","commerci assist","commerci","assist",NA,NA,NA
2,"accounting assistant","account assist","account","assist",NA,NA,NA
2,"shopping assistant","shop assist","shop","assist",NA,NA,NA
2,"personal assistant","person assist","person","assist",NA,NA,NA
2,"logistic assistant","logist assist","logist","assist",NA,NA,NA
2,"marketing assistant","market assist","market","assist",NA,NA,NA
2,"production assistant","product assist","product","assist",NA,NA,NA
3,"human resources assistant","human resourc assist","human","resourc","assist",NA,NA
2,"hr assistant","hr assist","hr","assist",NA,NA,NA
2,"sales assistant","sale assist","sale","assist",NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
2,"financial assistant","financi assist","financi","assist",NA,NA,NA
2,"social worker","social worker","social","worker",NA,NA,NA
2,"legal assistant","legal assist","legal","assist",NA,NA,NA
2,"operational assistant","oper assist","oper","assist",NA,NA,NA
2,"social worker","social worker","social","worker",NA,NA,NA
2,"technical assistant","technic assist","technic","assist",NA,NA,NA
1,"assistant","assist","assist",NA,NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
1,"associate","associ","associ",NA,NA,NA,NA
2,"associate analyst","associ analyst","associ","analyst",NA,NA,NA
2,"associate architect","associ architect","associ","architect",NA,NA,NA
2,"associate attorney","associ attorney","associ","attorney",NA,NA,NA
2,"associate broker","associ broker","associ","broker",NA,NA,NA
2,"associate consultant","associ consult","associ","consult",NA,NA,NA
2,"associate counsel","associ counsel","associ","counsel",NA,NA,NA
3,"associate creative director","associ creativ director","associ","creativ","director",NA,NA
2,"associate designer","associ design","associ","design",NA,NA,NA
2,"associate director","associ director","associ","director",NA,NA,NA
2,"associate editor","associ editor","associ","editor",NA,NA,NA
2,"associate engineer","associ engin","associ","engin",NA,NA,NA
3,"associate financial representative","associ financi repres","associ","financi","repres",NA,NA
2,"associate lawyer","associ lawyer","associ","lawyer",NA,NA,NA
2,"associate lecturer","associ lectur","associ","lectur",NA,NA,NA
2,"associate manager","associ manag","associ","manag",NA,NA,NA
2,"associate partner","associ partner","associ","partner",NA,NA,NA
2,"associate pastor","associ pastor","associ","pastor",NA,NA,NA
2,"associate planner","associ planner","associ","planner",NA,NA,NA
2,"associate producer","associ produc","associ","produc",NA,NA,NA
3,"associate product manager","associ product manag","associ","product","manag",NA,NA
2,"associate prof.","associ prof.","associ","prof",".",NA,NA
2,"associate professor","associ professor","associ","professor",NA,NA,NA
3,"associate project manager","associ project manag","associ","project","manag",NA,NA
2,"associate recruiter","associ recruit","associ","recruit",NA,NA,NA
2,"associate scientist","associ scientist","associ","scientist",NA,NA,NA
3,"associate software developer","associ softwar develop","associ","softwar","develop",NA,NA
3,"associate software engineer","associ softwar engin","associ","softwar","engin",NA,NA
3,"associate system engineer","associ system engin","associ","system","engin",NA,NA
2,"associate veterinarian","associ veterinarian","associ","veterinarian",NA,NA,NA
3,"associate vice president","associ vice presid","associ","vice","presid",NA,NA
1,"associate","associ","associ",NA,NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
2,"assistant professor","assist professor","assist","professor",NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
2,"assistant professor","assist professor","assist","professor",NA,NA,NA
3,"asstistant vice president","asstist vice presid","asstist","vice","presid",NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
2,"assurance associate","assur associ","assur","associ",NA,NA,NA
2,"insurance intern","insur intern","insur","intern",NA,NA,NA
2,"customer support","custom support","custom","support",NA,NA,NA
2,"customer support","custom support","custom","support",NA,NA,NA
1,"clerk","clerk","clerk",NA,NA,NA,NA
2,"commercial attendant","commerci attend","commerci","attend",NA,NA,NA
1,"attendance","attend","attend",NA,NA,NA,NA
2,"customer service","custom servic","custom","servic",NA,NA,NA
1,"athlete","athlet","athlet",NA,NA,NA,NA
2,"athletic director","athlet director","athlet","director",NA,NA,NA
2,"athletic trainer","athlet trainer","athlet","trainer",NA,NA,NA
2,"commercial attach","commerci attach","commerci","attach",NA,NA,NA
2,"commercial attach","commerci attach","commerci","attach",NA,NA,NA
1,"attendee","attende","attende",NA,NA,NA,NA
1,"attorney","attorney","attorney",NA,NA,NA,NA
3,"attorney at law","attorney at law","attorney","law",NA,NA,NA
2,"au pair","au pair","au","pair",NA,NA,NA
2,"audio engineer","audio engin","audio","engin",NA,NA,NA
3,"audio visual technician","audio visual technician","audio","visual","technician",NA,NA
1,"radiologist","radiologist","radiologist",NA,NA,NA,NA
1,"auditor","auditor","auditor",NA,NA,NA,NA
2,"audit assistant","audit assist","audit","assist",NA,NA,NA
2,"audit associate","audit associ","audit","associ",NA,NA,NA
2,"intern auditor","intern auditor","intern","auditor",NA,NA,NA
2,"audit manager","audit manag","audit","manag",NA,NA,NA
2,"senior auditor","senior auditor","senior","auditor",NA,NA,NA
2,"audit supervisor","audit supervisor","audit","supervisor",NA,NA,NA
2,"audit trainee","audit traine","audit","traine",NA,NA,NA
1,"auditor","auditor","auditor",NA,NA,NA,NA
2,"intern auditor","intern auditor","intern","auditor",NA,NA,NA
1,"auditor","auditor","auditor",NA,NA,NA,NA
1,"apprentice","apprentic","apprentic",NA,NA,NA,NA
1,"author","author","author",NA,NA,NA,NA
1,"author","author","author",NA,NA,NA,NA
2,"auto technician","auto technician","auto","technician",NA,NA,NA
2,"automation engineer","autom engin","autom","engin",NA,NA,NA
2,"automotive technician","automot technician","automot","technician",NA,NA,NA
1,"independent","independ","independ",NA,NA,NA,NA
1,"autonomous","autonom","autonom",NA,NA,NA,NA
1,"autonomous","autonom","autonom",NA,NA,NA,NA
1,"autonomous","autonom","autonom",NA,NA,NA,NA
2,"administrative assistant","administr assist","administr","assist",NA,NA,NA
2,"administrative assistant","administr assist","administr","assist",NA,NA,NA
2,"holiday assistant","holiday assist","holiday","assist",NA,NA,NA
1,"assistant","assist","assist",NA,NA,NA,NA
2,"administrative assistant","administr assist","administr","assist",NA,NA,NA
2,"administrative assistant","administr assist","administr","assist",NA,NA,NA
2,"accounting assistant","account assist","account","assist",NA,NA,NA
2,"accounting assistant","account assist","account","assist",NA,NA,NA
2,"accounting assistant","account assist","account","assist",NA,NA,NA
1,"assistant","assist","assist",NA,NA,NA,NA
2,"purchasing assistant","purchas assist","purchas","assist",NA,NA,NA
2,"accounting clerk","account clerk","account","clerk",NA,NA,NA
2,"accounting clerk","account clerk","account","clerk",NA,NA,NA
2,"personal assistant","person assist","person","assist",NA,NA,NA
2,"nursing assistant","nurs assist","nurs","assist",NA,NA,NA
2,"nursing assistant","nurs assist","nurs","assist",NA,NA,NA
2,"office assistant","offic assist","offic","assist",NA,NA,NA
2,"office assistant","offic assist","offic","assist",NA,NA,NA
2,"pharmacy assistant","pharmaci assist","pharmaci","assist",NA,NA,NA
2,"laboratory assistant","laboratori assist","laboratori","assist",NA,NA,NA
2,"production assistant","product assist","product","assist",NA,NA,NA
3,"human resources assistant","human resourc assist","human","resourc","assist",NA,NA
2,"sales assistant","sale assist","sale","assist",NA,NA,NA
2,"financial assistant","financi assist","financi","assist",NA,NA,NA
2,"assistant coach","assist coach","assist","coach",NA,NA,NA
2,"department manager","depart manag","depart","manag",NA,NA,NA
