"","str","to","n"
"3547","assistant financial controller","assistant financial controller",3
"3303","assistant football coach","assistant football coach",3
"1804","assistant front office manager","assistant front office manager",4
"4453","assistant general counsel","assistant general counsel",3
"363","assistant general manager","assistant general manager",3
"3107","assistant golf professional","assistant golf professional",3
"1358","assistant lecturer","assistant lecturer",2
"4118","assistant librarian","assistant librarian",2
"4119","assistant management accountant","assistant management accountant",3
"19","assistant manager","assistant manager",2
"4454","assistant manager finance","assistant finance manager",3
"4864","assistant manager operations","assistant manager operations",3
"3818","assistant marketing","marketing assistant",2
"1620","assistant marketing manager","assistant marketing manager",3
"3304","assistant merchandiser","assistant merchandiser",2
"2474","assistant office manager","assistant office manager",3
"2475","assistant operations manager","assistant operations manager",3
"3819","assistant photographer","assistant photographer",2
"3820","assistant planner","assistant planner",2
"614","assistant principal","assistant principal",2
"2476","assistant producer","assistant producer",2
"2043","assistant product manager","assistant product manager",3
"3305","assistant production manager","assistant product manager",3
"72","assistant professor","assistant professor",2
"483","assistant project manager","assistant project manager",3
"1113","assistant property manager","assistant property manager",3
"2931","assistant quantity surveyor","assistant quantity surveyor",3
"4455","assistant researcher","assistant researcher",2
"4865","assistant resident engineer","assistant resident engineer",3
"2336","assistant restaurant manager","assistant restaurant manager",3
"812","assistant sales manager","assistant sales manager",3
"4866","assistant scientist","assistant scientist",2
"3821","assistant secretary","assistant secretary",2
"3822","assistant service manager","assistant service manager",3
"264","assistant store manager","assistant store manager",3
"2337","assistant superintendent","assistant superintendent",2
"2044","assistant supervisor","assistant supervisor",2
"1280","assistant system engineer","assistant system engineer",3
"4456","assistant systems engineer","assistant system engineer",3
"788","assistant teacher","assistant teacher",2
"4457","assistant to the president","assistant to the president",4
"364","assistant vice president","assistant vice president",3
"1214","assistante","assistant",1
"1143","assistante administrative","administrative assistant",2
"3548","assistante chef de projet","assistant project manager",3
"567","assistante commerciale","commercial assistant",2
"3823","assistante communication","communications assistant",2
"3108","assistante comptable","accounting assistant",2
"595","assistante de direction","executive assistant",2
"2477","assistante de gestion","management assistant",2
"4458","assistante de recherche","research assistant",2
"3549","assistante marketing","marketing assistant",2
"3306","assistante ressources humaines","human resources assistant",3
"2755","assistante rh","hr assistant",2
"3109","assistante sociale","social worker",2
"1621","assistent","assistant",1
"2045","assistent accountant","assistant accountant",2
"4120","assistent controller","assistant controller",2
"2756","assistent manager","assistant manager",2
"1240","assistente","assistant",1
"1805","assistente administrativa","administrative assistant",2
"144","assistente administrativo","administrative assistant",2
"828","assistente comercial","commercial assistant",2
"2338","assistente contábil","accounting assistant",2
"4867","assistente de compras","shopping assistant",2
"4868","assistente de departamento pessoal","personal assistant",2
"3110","assistente de logística","logistic assistant",2
"1215","assistente de marketing","marketing assistant",2
"4121","assistente de produção","production assistant",2
"2339","assistente de recursos humanos","human resources assistant",3
"3824","assistente de rh","assistant of rh",3
"2340","assistente de vendas","sales assistant",2
"2612","assistente di direzione","assistant manager",2
"1114","assistente financeiro","financial assistant",2
"2228","assistente fiscal","social worker",2
"3550","assistente jurídico","legal assistant",2
"2932","assistente operacional","operational assistant",2
"1313","assistente social","social worker",2
"1728","assistente técnico","technical assistant",2
"4459","assistentin","assistant",1
"3551","assitant manager","assistant manager",2
"27","associate","associate",1
"3111","associate analyst","associate analyst",2
"4460","associate architect","associate architect",2
"476","associate attorney","associate attorney",2
"994","associate broker","associate broker",2
"320","associate consultant","associate consultant",2
"4122","associate counsel","associate counsel",2
"3552","associate creative director","associate creative director",3
"4461","associate designer","associate designer",2
"288","associate director","associate director",2
"1359","associate editor","associate editor",2
"1360","associate engineer","associate engineer",2
"4462","associate financial representative","associate financial representative",3
"2933","associate lawyer","associate lawyer",2
"3112","associate lecturer","associate lecturer",2
"928","associate manager","associate manager",2
"1500","associate partner","associate partner",2
"1729","associate pastor","associate pastor",2
"4463","associate planner","associate planner",2
"966","associate producer","associate producer",2
"2613","associate product manager","associate product manager",3
"4869","associate prof.","associate prof.",2
"127","associate professor","associate professor",2
"1501","associate project manager","associate project manager",3
"4870","associate recruiter","associate recruiter",2
"2934","associate scientist","associate scientist",2
"4123","associate software developer","associate software developer",3
"468","associate software engineer","associate software engineer",3
"3113","associate system engineer","associate system engineer",3
"2757","associate veterinarian","associate veterinarian",2
"1622","associate vice president","associate vice president",3
"2758","associé","associate",1
"663","asst manager","asst manager",2
"4871","asst professor","asst. professor",2
"862","asst. manager","asst manager",2
"3307","asst. professor","asst. professor",2
"4872","asst. vice president","asst. vice president",3
"2614","asst.manager","asst manager",2
"3114","assurance associate","assurance associate",2
"3115","assurance intern","international insurance",2
"2935","atencion al cliente","customer support",2
"2478","atención al cliente","customer support",2
"639","atendente","clerk",1
"3553","atendente comercial","commercial attendant",2
"2936","atendimento","attendance",1
"1361","atendimento ao cliente","customer service",2
"4124","athlete","athlete",1
"3308","athletic director","athletic director",2
"3554","athletic trainer","athletic trainer",2
"2046","attaché commercial","commercial attaché",2
"4125","attachée commerciale","commercial attaché",2
"3309","attendee","attendee",1
"70","attorney","attorney",1
"664","attorney at law","attorney at law",3
"1115","au pair","au pair",2
"1879","audio engineer","audio engineer",2
"2341","audio visual technician","audio visual technician",3
"3555","audiologist","radiologist",1
"3825","audit","audit",1
"895","audit assistant","audit assistant",2
"780","audit associate","audit associate",2
"1062","audit intern","intern auditor",2
"576","audit manager","audit manager",2
"561","audit senior","audit senior",2
"2229","audit supervisor","audit supervisor",2
"2759","audit trainee","audit trainee",2
"155","auditor","auditor",1
"2937","auditor interno","intern auditor",2
"3826","auditora","auditor",1
"4873","auszubildender","apprentice",1
"4464","auteur","author",1
"490","author","author",1
"4874","auto technician","auto technician",2
"3556","automaticien","automaticien",1
"1556","automation engineer","automation engineer",2
"1241","automotive technician","automotive technician",2
"3827","autonoma","independent",1
"863","autonomo","autonomous",1
"2615","autónomo","autonomous",1
"2616","autônomo","autonomous",1
"3557","aux administrativo","to. administrativo",2
"1242","aux. administrativo","to. administrativo",2
"4465","auxiliaire de vacances","holiday assistant",2
"757","auxiliar","help",1
"946","auxiliar administrativa","administrative assistant",2
"68","auxiliar administrativo","administrative assistant",2
"4466","auxiliar contabil","accounting assistant",2
"3310","auxiliar contábil","accounting assistant",2
"813","auxiliar contable","accounting assistant",2
"4875","auxiliar de caja","cashier",1
"3558","auxiliar de compras","purchasing assistant",2
"3828","auxiliar de contabilidad","accounting clerk",2
"4126","auxiliar de contabilidade","accounting clerk",2
"3311","auxiliar de departamento pessoal","personal assistant",2
"4127","auxiliar de enfermagem","nursing assistant",2
"3559","auxiliar de enfermeria","nursing assistant",2
"2479","auxiliar de escritorio","office assistant",2
"864","auxiliar de escritório","office assistant",2
"4467","auxiliar de farmacia","pharmacy assistant",2
"3829","auxiliar de laboratorio","laboratory assistant",2
"1730","auxiliar de produção","production assistant",2
"3312","auxiliar de recursos humanos","human resources assistant",3
"3116","auxiliar de vendas","sales assistant",2
"2760","auxiliar financeiro","financial aid",2
"4876","auxiliar técnico","assistant coach",2
"4468","avdelingsleder","department manager",2
"2938","avionics technician","avionics technician",2
"814","avocat","advocate",1
"3313","avocate","advocate",1
"995","avp","avp",1
"2480","avukat","attorney",1
"629","avvocato","lawyer",1
"1880","ayudante","assistant",1
"2047","ayudante de cocina","kitchen assistant",2
"3117","ayudante de producción","production assistant",2
"2617","ba","ba",1
"1674","babysitter","babysitter",1
"4128","bachelor student","bachelor student",2
"2342","back office","back office",2
"1144","baker","banker",1
"1409","balconista","clerk",1
"4877","band director","band director",2
"4878","bank","bank",1
"2048","bank manager","bank manager",2
"4129","bank officer","bank officer",2
"462","bank teller","bank counts",2
"685","banker","banker",1
"1623","banking","banking",1
"4879","banquet manager","banquet manager",2
"1410","banquet server","banquet server",2
"1216","bar manager","bar manager",2
"1184","bar staff","bar staff",2
"2343","bar supervisor","bar supervisor",2
"4880","bar tender","bartender",1
"2939","barber","barber",1
"156","barista","barista",1
"1145","barman","bartender",1
"4130","barnskötare","nanny",1
"2344","barrister","barrister",1
"96","bartender","bartender",1
"3830","bartender/server","bartender/server",1
"3314","bassist","bassist",1
"2618","bde","both",1
"1243","bdm","bdm",1
"3315","beauty advisor","beauty advisor",2
"3316","beauty consultant","beauty consultant",2
"1624","beauty therapist","beauty therapist",2
"1281","becaria","intern",1
"1185","becario","scholar",1
"2230","bediende","clerk",1
"4131","bediening","service",1
"2481","bedrijfsleider","company director",2
"2940","begeleider","mentor",1
"3831","behavior therapist","behavior therapist",2
"3560","beleidsmedewerker","police officer",2
"3317","benefits administrator","benefits administrator",2
"4469","benefits analyst","benefits analyst",2
"4881","benefits consultant","benefits consultant",2
"2941","benefits specialist","benefits specialist",2
"2345","bestuurslid","board member",2
"4132","bi consultant","it consultant",2
"3318","bibliotecaria","librarian",1
"3832","bid manager","bid manager",2
"4882","bilingual customer service representative","bilingual customer service representative",4
"4133","biller","beetles",1
"4883","billing analyst","billing analyst",2
"3833","billing clerk","billing clerk",2
"3118","billing coordinator","billing coordinator",2
"1163","billing manager","billing manager",2
"1217","billing specialist","billing specialist",2
"4134","billing supervisor","drilling supervisor",2
"1806","biologist","biologist",1
"3834","biologo","biologist",1
"4884","biólogo","biologist",1
"3319","biomedical engineer","biomedical engineer",2
"4470","bishop","bishop",1
"582","blogger","blogger",1
"4471","bm","bm",1
"4885","board director","board director",2
"151","board member","board member",2
"781","board of directors","board of directors",3
"2942","boilermaker","boilermaker",1
"2761","bolsista","stock exchange",2
"4472","bolsista de iniciação científica","fellowship of scientific initiation",4
"3561","book keeper","bookkeeper",1
"163","bookkeeper","bookkeeper",1
"2231","bookseller","bookseller",1
"376","boss","boss",1
"3835","box office assistant","box office assistant",3
"4886","box office manager","box office manager",3
"4473","bpo","bpo",1
"2762","branch administrator","branch administrator",2
"4474","branch head","branch head",2
"58","branch manager","branch manager",2
"3562","branch operations manager","branch operations manager",3
"3563","branch sales manager","branch sales manager",3
"512","brand ambassador","brand ambassador",2
"3119","brand executive","brand executive",2
"331","brand manager","brand manager",2
"3836","brand representative","brand representative",2
"4887","brewmaster","brewmaster",1
"4888","bricklayer","bricklayer",1
"3320","broadcast engineer","broadcast engineer",2
"4475","broadcast journalist","broadcast journalist",2
"349","broker","broker",1
"865","broker associate","broker associate",2
"4889","broker owner","broker/owner",1
